smiles,iupac_name,common_name,t3db_id,cas,toxicity_class,toxicity_score,is_toxic,ld50_mg_kg,logp,mol_weight,source
O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,"9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one",Didanosine,T3D4786,69655-05-6,toxic,3,1,,-0.3516364083333338,236.2273,t3db_local
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate",Lovastatin,T3D4787,75330-75-5,toxic,3,1,,3.902186914333333,404.5396,t3db_local
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2,2-dimethylbutanoate",Simvastatin,T3D4788,79902-63-9,toxic,3,1,,4.458201216333332,418.5662,t3db_local
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,"5-({4-[(6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-2-yl)methoxy]phenyl}methyl)-1,3-thiazolidine-2,4-dione",Troglitazone,T3D4789,97322-87-7,toxic,3,1,,5.495204457666666,441.54,t3db_local
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,"(1S,10R,11S,13R,14R,15S)-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,13,14-triol",Estriol,T3D4790,50-27-1,toxic,3,1,,2.6705977213333343,288.3814,t3db_local
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,"(1S,10R,11S,14R,15S)-14-ethynyl-5-methoxy-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-trien-14-ol",Mestranol,T3D4791,72-33-3,toxic,3,1,,4.043247144,310.4299,t3db_local
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(1S,2R,10R,11S,14R,15S)-14-acetyl-2,15-dimethyl-5-oxotetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-14-yl hexanoate",17-Hydroxyprogesterone caproate,T3D4792,630-56-8,toxic,3,1,,5.876546530000002,428.6041,t3db_local
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,"N-[(3E)-9-[2-(ethoxycarbonyl)phenyl]-6-(ethylamino)-2,7-dimethyl-3H-xanthen-3-ylidene]ethan-1-aminium",Rhodamine 6g,T3D4793,989-38-8,toxic,3,1,,5.350966943666666,443.5573,t3db_local
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",Kaempferol,T3D4795,520-18-3,toxic,3,1,,2.4598647856666664,286.2363,t3db_local
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,"2-[3-(1-cyano-1-methylethyl)-5-(1H-1,2,4-triazol-1-ylmethyl)phenyl]-2-methylpropanenitrile",Anastrozole,T3D4796,120511-73-1,very toxic,4,1,,3.028454822,293.3663,t3db_local
CCCCCCCCCCCCCCCC(=O)O,hexadecanoic acid,Palmitic acid,T3D4797,57-10-3,toxic,3,1,,6.256582777666667,256.4241,t3db_local
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,"2-[(3-amino-2,4,6-triiodophenyl)methyl]butanoic acid",Iopanoic acid,T3D4798,96-83-3,toxic,3,1,,4.578601728785412,570.9319,t3db_local
O=C(O)CCCCCCCC(=O)O,nonanedioic acid,Azelaic Acid,T3D4799,123-99-9,toxic,3,1,,1.8243603576666665,188.2209,t3db_local
O=C(O)/C=C\C(=O)O,(2Z)-but-2-enedioic acid,Maleic acid,T3D4800,110-16-7,toxic,3,1,,-0.0409143313333333,116.0722,t3db_local
OCCOCCOCCOCCO,2-{2-[2-(2-hydroxyethoxy)ethoxy]ethoxy}ethan-1-ol,Tetraethylene Glycol,T3D4801,112-60-7,toxic,3,1,,-1.3496056056666668,194.2255,t3db_local
CCCCCCCC/C=C\CCCCCCCC(=O)O,(9Z)-octadec-9-enoic acid,Oleic acid,T3D4802,112-80-1,toxic,3,1,,6.783798451000001,282.4614,t3db_local
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,"4-[(4-cyanophenyl)(1H-1,2,4-triazol-1-yl)methyl]benzonitrile",Letrozole,T3D4803,112809-51-5,toxic,3,1,,2.9354919133333333,285.3027,t3db_local
Oc1c(Br)cc(Br)cc1Br,"2,4,6-tribromophenol","2,4,6-Tribromophenol",T3D4804,118-79-6,toxic,3,1,,3.975938370333333,330.799,t3db_local
O=CCc1ccccc1,2-phenylacetaldehyde,Phenylacetaldehyde,T3D4805,122-78-1,toxic,3,1,,1.4523778529999998,120.1485,t3db_local
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",Aminoglutethimide,T3D4806,125-84-8,toxic,3,1,,1.2995443679999998,232.2783,t3db_local
COc1ccc(C(=O)c2ccccc2)c(O)c1,2-benzoyl-5-methoxyphenol,Oxybenzone,T3D4807,131-57-7,toxic,3,1,,3.6213622659999993,228.2433,t3db_local
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,"3',6'-dihydroxy-3H-spiro[2-benzofuran-1,9'-xanthene]-3-one",Fluorescein,T3D4808,2321-07-5,toxic,3,1,,3.8803428233333337,332.3063,t3db_local
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid",Gemfibrozil,T3D4809,25812-30-0,toxic,3,1,,4.389643824,250.3334,t3db_local
CCCCNS(=O)(=O)c1ccccc1,N-butylbenzenesulfonamide,N-Butyl-Benzenesulfonamide,T3D4810,3622-84-2,toxic,3,1,,2.126851666,213.297,t3db_local
CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",Farnesol,T3D4811,4602-84-0,toxic,3,1,,4.162097570999999,222.3663,t3db_local
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",Alpha-Linolenic Acid,T3D4812,463-40-1,toxic,3,1,,6.059955137666666,278.4296,t3db_local
C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,"4-[(2S,3R)-3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl]benzene-1,2-diol",Masoprocol,T3D4813,500-38-9,toxic,3,1,,4.758522743999999,302.3649,t3db_local
CCCCCCCCCCCCCCCC[N+](C)(C)C,hexadecyltrimethylazanium,Cetyl-Trimethyl-Ammonium,T3D4814,57-09-0,toxic,3,1,,2.686555843861588,284.5435,t3db_local
c1cnc2c(c1)ccc1cccnc12,"1,10-phenanthroline","1,10-Phenanthroline",T3D4815,66-71-7,toxic,3,1,,2.2885551266666666,180.2053,t3db_local
O=C(O)c1ccccc1O,2-hydroxybenzoic acid,Salicylic acid,T3D4816,69-72-7,harmful,2,1,,1.977263402333333,138.122,t3db_local
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione",Riboflavin,T3D4817,83-88-5,toxic,3,1,,-0.9165402600000004,376.3639,t3db_local
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorobenzenesulfonyl)-2-hydroxy-2-methylpropanamide,Bicalutamide,T3D4818,90357-06-5,toxic,3,1,,2.70929555,430.373,t3db_local
C1=Cc2ccccc2C1,1H-indene,Indene,T3D4819,95-13-6,toxic,3,1,,2.7017097003333337,116.1598,t3db_local
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,"(1S,2R,7R,10S,11S,14S,15S)-N-tert-butyl-2,15-dimethyl-5-oxo-6-azatetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-3-ene-14-carboxamide",Finasteride,T3D4820,98319-26-7,toxic,3,1,,3.073512022666667,372.5441,t3db_local
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,"4-{bis[4-(dimethylamino)phenyl]methylidene}-N,N-dimethylcyclohexa-2,5-dien-1-iminium",Gentian Violet,T3D4821,14426-25-6,very toxic,4,1,,1.3955111288615885,372.5258,t3db_local
COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,"(2S,3S)-N-{[2-methoxy-5-(trifluoromethoxy)phenyl]methyl}-2-phenylpiperidin-3-amine",CP-122721,T3D4824,145742-28-5,very toxic,4,1,,4.690436275333333,380.404,t3db_local
CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,"(2R,6S,9S)-9-[(2S)-2-(acetylsulfanyl)-3-methylbutanamido]-8-oxo-7-azatricyclo[9.4.0.0²,⁷]pentadeca-1(11),12,14-triene-6-carboxylic acid",Ilepatril,T3D4825,473289-62-2,toxic,3,1,,2.4116037146666662,432.533,t3db_local
Cc1ccc(O)cc1C,"3,4-dimethylphenol","3,4-Dimethylphenol",T3D4826,95-65-8,toxic,3,1,,2.696523273,122.1644,t3db_local
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,"(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-dodecahydro-1H-naphtho[2,1-b]pyran-5-yl acetate",Forskolin,T3D4827,64657-11-0 and 66575-29-9,toxic,3,1,,1.3561156043333336,410.5012,t3db_local
CCOP(=O)(O)O,ethoxyphosphonic acid,Ethylphosphate,T3D4828,78-40-0,toxic,3,1,,-0.2853351453333334,126.0483,t3db_local
C=C[C@@H](O)CCCCC,(3S)-oct-1-en-3-ol,1-Octen-3-Ol,T3D4829,3391-86-4,toxic,3,1,,2.4854761693333334,128.212,t3db_local
O=C1N[C@H]2NC(=O)N[C@H]2N1,"(3as,6as)-octahydroimidazo[4,5-d]imidazolidine-2,5-dione",Glycoluril,T3D4830,496-46-8,toxic,3,1,,-1.69578215,142.116,t3db_local
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,"octyl 3,4,5-trihydroxybenzoate",Octyl gallate,T3D4831,1034-01-1,toxic,3,1,,4.168200489666666,282.3322,t3db_local
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,"(1S,10R,11S,14R,15S)-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol",17a-Estradiol,T3D4832,57-91-0,toxic,3,1,,3.745501328333334,272.382,t3db_local
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,"1,2,3-triethyl 2-hydroxypropane-1,2,3-tricarboxylate",Triethyl citrate,T3D4833,77-93-0,toxic,3,1,,0.1854185799999997,276.283,t3db_local
C1N2CN3CN1CN(C2)C3,"1,3,5,7-tetraazatricyclo[3.3.1.1^{3,7}]decane",Metenamine,T3D4834,100-97-0,toxic,3,1,,0.3921338566666669,140.1863,t3db_local
OCCN(CCO)CCO,2-[bis(2-hydroxyethyl)amino]ethan-1-ol,Triethanolamine,T3D4835,102-71-6,toxic,3,1,,-1.8801365703333337,149.1882,t3db_local
CCCCCCCCCc1ccc(O)cc1,4-nonylphenol,4-Nonylphenol,T3D4836,104-40-5,toxic,3,1,,5.739651203666668,220.3505,t3db_local
CC(=O)OC/C=C(/C)CCC=C(C)C,"(2Z)-3,7-dimethylocta-2,6-dien-1-yl acetate",Geranyl acetate,T3D4837,105-87-3,toxic,3,1,,2.9435087063333336,196.286,t3db_local
CC(C)=CCC/C(C)=C/CO,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",beta-Geraniol,T3D4838,106-24-1,toxic,3,1,,2.502383296,154.253,t3db_local
CCCC(=O)OCCC(C)C,3-methylbutyl butanoate,Isoamyl butyrate,T3D4839,106-27-4,toxic,3,1,,2.678570964666666,158.238,t3db_local
CCCCCCCCCCCCCCC(=O)OC(C)COC(=O)CCCCCCCCCCCCC,1-(tetradecanoyloxy)propan-2-yl pentadecanoate,Propylene glycol mono- and diesters of fats and fatty acids,T3D4840,107-98-2,toxic,3,1,,11.716297753666666,510.8323,t3db_local
CN(C)CCO,2-(dimethylamino)ethan-1-ol,Dimethylethanolamine,T3D4841,108-01-0,toxic,3,1,,-0.4999325463333331,89.1362,t3db_local
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,"1,10-dibutyl decanedioate",Dibutyl decanedioate,T3D4842,109-43-3,toxic,3,1,,5.208515163999998,314.4602,t3db_local
C/C=C/C=C/C(=O)O,"(2E,4E)-hexa-2,4-dienoic acid","(2E,4E)-2,4-Hexadienoic acid",T3D4843,110-44-1,toxic,3,1,,1.4467979606666663,112.1265,t3db_local
O=CCCCC=O,pentanedial,Glutaral,T3D4844,111-30-8,toxic,3,1,,-0.271146807,100.1158,t3db_local
OCCNCCO,2-[(2-hydroxyethyl)amino]ethan-1-ol,Diethanolamine,T3D4845,111-42-2,toxic,3,1,,-1.5730824956666665,105.1356,t3db_local
CCCCCCCCCCCC(=O)OC,methyl dodecanoate,Methyl dodecanoate,T3D4846,111-82-0,toxic,3,1,,4.624202173666667,214.3443,t3db_local
C=CCCCCCCCCC(=O)O,undec-10-enoic acid,Undecylenic acid,T3D4847,112-38-9,toxic,3,1,,3.7297514663333335,184.2753,t3db_local
COC(=O)c1ccccc1O,methyl 2-hydroxybenzoate,Methyl 2-hydroxybenzoate,T3D4848,119-36-8,toxic,3,1,,2.3231574583333336,152.1473,t3db_local
COc1cc(C=O)ccc1O,4-hydroxy-3-methoxybenzaldehyde,Vanillin,T3D4849,121-33-5,toxic,3,1,,1.224511573333333,152.1473,t3db_local
CCCOC(=O)c1cc(O)c(O)c(O)c1,"propyl 3,4,5-trihydroxybenzoate",Propyl gallate,T3D4850,121-79-9,toxic,3,1,,1.9453571646666663,212.1993,t3db_local
CC(=O)OCCC(C)C,3-methylbutyl acetate,Isopentyl acetate,T3D4851,123-92-2,toxic,3,1,,1.533466452666667,130.1849,t3db_local
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O,"3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-9,10-dihydroanthracene-2-carboxylic acid",Carmine red,T3D4852,1260-17-9,toxic,3,1,,1.0681281803333331,492.3864,t3db_local
CC(=O)/C(C)=C/C1C(C)=CCCC1(C)C,"(3E)-3-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one","3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",T3D4853,127-51-5,toxic,3,1,,3.714831984333335,206.3239,t3db_local
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)C1OCC(O)C1O,"2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl (9E)-octadec-9-enoate",Sorbitan oleate,T3D4854,1338-43-8,toxic,3,1,,4.879954299333333,428.6026,t3db_local
CCCCCCc1ccc(O)cc1O,"4-hexylbenzene-1,3-diol",Hexylresorcinol,T3D4855,136-77-6,toxic,3,1,,4.102379887,194.2701,t3db_local
S=c1[nH]c2ccccc2s1,"2,3-dihydro-1,3-benzothiazole-2-thione",2(3H)-Benzothiazolethione,T3D4857,149-30-4,toxic,3,1,,2.879384047333333,167.251,t3db_local
O=C([O-])c1nn(-c2ccc(S(=O)(=O)[O-])cc2)c(O)c1/N=N/c1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+],trisodium 5-hydroxy-1-(4-sulfonatophenyl)-4-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]-1H-pyrazole-3-carboxylate,Acid yellow 23,T3D4858,1934-21-0,toxic,3,1,,-1.7568920831805053,534.363,t3db_local
CC(C)(C)c1cc(O)ccc1O,"2-tert-butylbenzene-1,4-diol","2-tert-Butyl-1,4-benzenediol",T3D4859,1948-33-0,toxic,3,1,,2.911171443333333,166.217,t3db_local
COc1cc(S(=O)(=O)O)c(C)cc1/N=N/c1c(O)ccc2cc(S(=O)(=O)O)ccc12,6-hydroxy-5-[(E)-2-(2-methoxy-5-methyl-4-sulfophenyl)diazen-1-yl]naphthalene-2-sulfonic acid,Allura red AC,T3D4860,25956-17-6,toxic,3,1,,-0.4377221091803605,452.458,t3db_local
O=c1[nH]sc2ccccc12,"2,3-dihydro-1,2-benzothiazol-3-one","1,2-Benzisothiazol-3(2H)-one",T3D4861,2634-33-5,toxic,3,1,,1.3579322493333332,151.186,t3db_local
O=S(=O)(O)c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1.[Na+].[Na+],disodium 6-hydroxy-5-[(E)-2-(4-sulfophenyl)diazen-1-yl]naphthalene-2-sulfonic acid,Disodium 6-hydroxy-5-[(4-sulfophenyl)azo]-2-naphthalenesulfonate,T3D4862,2783-94-0,toxic,3,1,,-0.724632969041676,454.385,t3db_local
CCCCCCCCCCCCCCCCO,hexadecan-1-ol,1-Hexadecanol,T3D4863,36653-82-4,toxic,3,1,,6.140145926,242.4406,t3db_local
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1.[Na+].[Na+],"disodium 3-{[ethyl({4-[(4-{ethyl[(3-sulfonatophenyl)methyl]iminiumyl}cyclohexa-2,5-dien-1-ylidene)(2-sulfonatophenyl)methyl]phenyl})amino]methyl}benzene-1-sulfonate",Erioglaucine A disodium salt,T3D4864,3844-45-9,toxic,3,1,,2.6495560096254933,792.848,t3db_local
CC(=O)c1c([O-])oc(C)cc1=O.[Na+],sodium 3-acetyl-6-methyl-4-oxo-4H-pyran-2-olate,Sodium dehydroacetate,T3D4865,4418-26-2,toxic,3,1,,0.8461024456666666,190.1285,t3db_local
CC(C)=CCC/C(C)=C/C=O,"(2E)-3,7-dimethylocta-2,6-dienal",cis-Citral,T3D4866,5392-40-5,toxic,3,1,,2.664041581666667,152.237,t3db_local
Cc1cccc(C)c1O,"2,6-dimethylphenol","2,6-Dimethylphenol",T3D4867,576-26-1,toxic,3,1,,2.696523273,122.1644,t3db_local
CCc1cccc(CC)c1N,"2,6-diethylaniline","2,6-Diethylaniline",T3D4868,579-66-8,toxic,3,1,,3.060299970666666,149.2328,t3db_local
COC(=O)CCCCC(=O)OC,"1,6-dimethyl hexanedioate",Dimethyl adipate,T3D4869,627-93-0,toxic,3,1,,0.7824424746666662,174.196,t3db_local
O=C(O)C(Cl)(Cl)Cl,trichloroacetic acid,Trichloroacetic acid,T3D4870,76-03-9,toxic,3,1,,1.5290427110000002,163.387,t3db_local
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,"1,2,3-tributyl 2-(acetyloxy)propane-1,2,3-tricarboxylate",Acetyl tributyl citrate,T3D4871,77-90-7,toxic,3,1,,3.5278171703333325,402.4792,t3db_local
O=C(O)[C@H](O)[C@@H](O)C(=O)O,"(2R,3R)-2,3-dihydroxybutanedioic acid",Tartaric acid,T3D4872,87-69-4,toxic,3,1,,-1.8287998886666663,150.0868,t3db_local
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,"2-(butan-2-yl)-4,6-dinitrophenol","(±)-2-(1-Methylpropyl)-4,6-dinitrophenol",T3D4873,88-85-7,toxic,3,1,,3.239226688666667,240.2127,t3db_local
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,"6-ethoxy-2,2,4-trimethyl-1,2-dihydroquinoline",Ethoxyquin,T3D4874,91-53-2,toxic,3,1,,3.0028499050000006,217.3068,t3db_local
O=c1ccc2ccccc2o1,2H-chromen-2-one,Coumarin,T3D4875,91-64-5,toxic,3,1,,1.783359615333333,146.145,t3db_local
C=CCc1ccc(OC)c(OC)c1,"1,2-dimethoxy-4-(prop-2-en-1-yl)benzene",Methyleugenol,T3D4876,93-15-2,toxic,3,1,,2.756474017666666,178.2277,t3db_local
Cc1ccc(C)c(C)c1,"1,2,4-trimethylbenzene","1,2,4-Trimethylbenzene",T3D4877,95-63-6,toxic,3,1,,3.513509984,120.1916,t3db_local
C=CCc1cc(C(C)(C)CC)ccc1O,4-(2-methylbutan-2-yl)-2-(prop-2-en-1-yl)phenol,"2,4-Di-tert-butylphenol",T3D4878,96-76-4,toxic,3,1,,4.757876163000001,204.308,t3db_local
C=CCc1ccc(O)c(OC)c1,2-methoxy-4-(prop-2-en-1-yl)phenol,Eugenol,T3D4879,97-53-0,toxic,3,1,,2.6105799616666663,164.2011,t3db_local
C/C=C/c1ccc(O)c(OC)c1,2-methoxy-4-[(1E)-prop-1-en-1-yl]phenol,Isoeugenol,T3D4880,97-54-1,toxic,3,1,,2.6353462913333328,164.2011,t3db_local
CC(C)(C)c1ccc(O)cc1,4-tert-butylphenol,4-tert-Butylphenol,T3D4881,98-54-4,toxic,3,1,,3.2147367650000005,150.2176,t3db_local
Cc1ccc(C(C)C)cc1,1-methyl-4-(propan-2-yl)benzene,p-Cymene,T3D4882,99-87-6,toxic,3,1,,3.731676356,134.222,t3db_local
O=C(O)CCCCCCCCC(=O)O,decanedioic acid,Sebacic acid,T3D4883,111-20-6,toxic,3,1,,2.2689290226666663,202.2475,t3db_local
CC(C)CC(=O)CC(C)C,"2,6-dimethylheptan-4-one","2,6-Dimethyl-4-heptanone",T3D4884,108-83-8,toxic,3,1,,2.9705270250000004,142.2386,t3db_local
CCCCC(CC)COS(=O)(=O)O,[(2-ethylhexyl)oxy]sulfonic acid,2-Ethyl-1-hexanol sulfate,T3D4885,126-92-1,toxic,3,1,,2.5589865353333328,210.291,t3db_local
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,"5,7-dihydroxy-3-(4-methoxyphenyl)-4H-chromen-4-one",Biochanin A,T3D4886,491-80-5,toxic,3,1,,3.2227664456666663,284.267,t3db_local
CCCCCCCOC(=O)c1ccc(O)cc1,heptyl 4-hydroxybenzoate,Heptyl 4-hydroxybenzoate,T3D4887,1085-12-7,toxic,3,1,,4.330762468,236.3068,t3db_local
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",Apigenin,T3D4888,520-36-5,toxic,3,1,,2.706689133666666,270.2369,t3db_local
O=C(O)/C=C/c1ccccc1,(2E)-3-phenylprop-2-enoic acid,trans-Cinnamic acid,T3D4889,140-10-3,toxic,3,1,,2.13608626,148.1586,t3db_local
CC1=CCC(C(C)C)=CC1,"1-methyl-4-(propan-2-yl)cyclohexa-1,4-diene",Gamma-terpinene,T3D4890,99-85-4,toxic,3,1,,3.161878981333333,136.238,t3db_local
NC(N)=S,thiourea,Thiourea,T3D4891,62-56-6,toxic,3,1,,-0.4739642773333333,76.121,t3db_local
O=Cc1ccccc1O,2-hydroxybenzaldehyde,2-Hydroxybenzaldehyde,T3D4892,90-02-8,toxic,3,1,,2.032182839,122.1213,t3db_local
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,"5,7-dihydroxy-2-phenyl-4H-chromen-4-one","5,7-Dihydroxyflavone",T3D4893,480-40-0,toxic,3,1,,3.010254455333333,254.2375,t3db_local
CC(=O)C=C(C)C,4-methylpent-3-en-2-one,"4-Methyl-3-penten-2-one, 9CI",T3D4894,141-79-7,toxic,3,1,,1.4925690816666672,98.143,t3db_local
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,"1-(6-tert-butyl-1,1-dimethyl-2,3-dihydro-1H-inden-4-yl)ethan-1-one","4-Acetyl-6-tert-butyl-1,1-dimethylindane",T3D4895,13171-00-1,toxic,3,1,,4.670701362666666,244.3719,t3db_local
O=P(O)(O)O,phosphoric acid,Phosphoric acid,T3D4896,7664-38-2,toxic,3,1,,-1.0201038226666663,97.9952,t3db_local
O=C(/C=C\c1ccccc1)OCc1ccccc1,benzyl (2Z)-3-phenylprop-2-enoate,Benzyl cinnamate,T3D4897,103-41-3,toxic,3,1,,4.239786766666667,238.2812,t3db_local
O=CCCl,2-chloroacetaldehyde,Chloroacetaldehyde,T3D4898,107-20-0,toxic,3,1,,0.1553818433333333,78.498,t3db_local
CC(=O)CCC(C)C,5-methylhexan-2-one,5-Methyl-2-hexanone,T3D4899,110-12-3,toxic,3,1,,1.982972081666667,114.1855,t3db_local
CCCCCCO,hexan-1-ol,1-Hexanol,T3D4900,111-27-3,toxic,3,1,,1.694459276,102.1748,t3db_local
NCCNCCN,bis(2-aminoethyl)amine,Diethylenetriamine,T3D4901,111-40-0,toxic,3,1,,-1.786846089,103.1661,t3db_local
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,"methyl (9Z,12Z)-octadeca-9,12-dienoate",Methyl linoleate,T3D4902,112-63-0,toxic,3,1,,6.567770850333332,294.4721,t3db_local
C=CC(C)(CCC=C(C)C)OC(C)=O,"3,7-dimethylocta-1,6-dien-3-yl acetate",Linalyl acetate,T3D4903,115-95-7,toxic,3,1,,3.088617863,196.286,t3db_local
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,"dodecyl 3,4,5-trihydroxybenzoate",Dodecyl gallate,T3D4904,1166-52-5,toxic,3,1,,5.946475149666667,338.4385,t3db_local
O=C(Oc1ccccc1)c1ccccc1O,phenyl 2-hydroxybenzoate,Phenyl salicylate,T3D4905,118-55-8,toxic,3,1,,3.981115907,214.2167,t3db_local
O=C(c1ccccc1)C(O)c1ccccc1,"2-hydroxy-1,2-diphenylethan-1-one",Benzoin,T3D4906,119-53-9,toxic,3,1,,2.650074693666667,212.2439,t3db_local
O=c1ssc(Cl)c1Cl,"dichloro-3H-1,2-dithiol-3-one","4,5-Dichloro-3H-1,3-dithiol-2-one",T3D4907,1192-52-5,toxic,3,1,,2.960878205,187.068,t3db_local
CCCCC/C(C=O)=C/c1ccccc1,(2Z)-2-(phenylmethylidene)heptanal,2-Pentyl-3-phenyl-2-propenal,T3D4908,122-40-7,toxic,3,1,,4.151295157,202.2921,t3db_local
