smiles,iupac_name,common_name,t3db_id,cas,toxicity_class,toxicity_score,is_toxic,ld50_mg_kg,logp,mol_weight,source
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,"N-(3-{3-cyanopyrazolo[1,5-a]pyrimidin-7-yl}phenyl)-N-ethylacetamide",Zaleplon,T3D2673,151319-34-5,very toxic,4,1,,1.5348796856666669,305.3339,t3db_local
O=C([O-])C(=O)[O-].[NH-][C@@H]1CCCC[C@H]1[NH-].[Pt+4],"platinum(4+) ion (1R,2R)-cyclohexane-1,2-diaminide oxalate",Oxaliplatin,T3D2674,61825-94-3,toxic,3,1,,-0.0079737373333331,395.276,t3db_local
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,"N-{[(5S)-3-[3-fluoro-4-(morpholin-4-yl)phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl}acetamide",Linezolid,T3D2675,165800-03-3,toxic,3,1,,0.6366636523333332,337.3461,t3db_local
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,"6-(dimethylamino)-4,4-diphenylheptan-3-one",Methadone,T3D2676,76-99-3,very toxic,4,1,,5.007171635333333,309.4452,t3db_local
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,"7-{4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy}-1,2,3,4-tetrahydroquinolin-2-one",Aripiprazole,T3D2677,129722-12-9,toxic,3,1,,4.901243659333332,448.385,t3db_local
O=C1CN(/N=C\c2ccc([N+](=O)[O-])o2)C(=O)N1,"1-[(Z)-[(5-nitrofuran-2-yl)methylidene]amino]imidazolidine-2,4-dione",Nitrofurantoin,T3D2679,67-20-9,toxic,3,1,,-0.2214499923333333,238.157,t3db_local
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,"(3R,5S,6E)-7-[4-(4-fluorophenyl)-2-(N-methylmethanesulfonamido)-6-(propan-2-yl)pyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid",Rosuvastatin,T3D2680,287714-41-4,toxic,3,1,,1.9229604620000005,481.538,t3db_local
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,"5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid",Biotin,T3D2690,58-85-5,toxic,3,1,,0.319423648,244.311,t3db_local
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,"(1R,3S,5Z)-5-{2-[(1R,3aS,4E,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexane-1,3-diol",Calcitriol,T3D2692,32222-06-3,toxic,3,1,,4.350740996666668,416.6365,t3db_local
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,"(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",Calcidiol,T3D2694,19356-17-3,toxic,3,1,,5.654346069666669,400.6371,t3db_local
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,"3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium",Thiamine,T3D2696,59-43-8,toxic,3,1,,-3.0974126491384126,265.355,t3db_local
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,"(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-1-[(2R,3E,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",Ergocalciferol,T3D2697,50-14-6,toxic,3,1,,7.050558194333334,396.6484,t3db_local
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,"(2S)-2-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)formamido]pentanedioic acid",Folic acid,T3D2698,59-30-3,toxic,3,1,,-0.682200202289524,441.3975,t3db_local
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1,"(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol",Vitamin A,T3D2699,68-26-8,toxic,3,1,,4.694093173000001,286.4516,t3db_local
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydro-2H-1-benzopyran-6-ol",Alpha-Tocopherol,T3D2700,59-02-9,toxic,3,1,,10.507717260000002,430.7061,t3db_local
Cc1ncc(CO)c(CO)c1O,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol",Pyridoxine,T3D2701,65-23-6,toxic,3,1,,-0.9513212983333332,169.1778,t3db_local
O=C(O)CCCCC1CCSS1,"5-(1,2-dithiolan-3-yl)pentanoic acid",(R)-lipoic acid,T3D2702,62-46-4,very toxic,4,1,,2.1137794076666667,206.326,t3db_local
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,"(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",Cholecalciferol,T3D2703,67-97-0,toxic,3,1,,7.125460754666667,384.6377,t3db_local
CC1=CC(=O)c2ccccc2C1=O,"2-methyl-1,4-dihydronaphthalene-1,4-dione",Menadione,T3D2704,58-27-5,toxic,3,1,,1.88986844,172.18,t3db_local
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,(2-aminoethoxy)({5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene})amine,Fluvoxamine,T3D2705,54739-18-3,toxic,3,1,,2.7953195803333326,318.3346,t3db_local
CC(N)Cc1ccccc1,1-phenylpropan-2-amine,Amphetamine,T3D2706,300-62-9,toxic,3,1,,1.8042504816666665,135.2062,t3db_local
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-2,3-dihydro-1H-1,4-benzodiazepin-2-one",Lorazepam,T3D2707,846-49-1,very toxic,4,1,,3.527325488,321.158,t3db_local
C#CC(O)(C=CCl)CC,1-chloro-3-ethylpent-1-en-4-yn-3-ol,Ethchlorvynol,T3D2708,113-18-8,toxic,3,1,,1.620819461,144.599,t3db_local
CC(C)(N)Cc1ccccc1,2-methyl-1-phenylpropan-2-amine,Phentermine,T3D2709,122-09-8,toxic,3,1,,2.08482715,149.2328,t3db_local
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,"2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-ol",Fluconazole,T3D2711,86386-73-4,toxic,3,1,,0.5609582823333339,306.2708,t3db_local
Cn1c(=O)c2c(ncn2C)n(C)c1=O,"1,3,7-trimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",Caffeine,T3D2712,58-08-2,harmful,2,1,,-0.5456455916666669,194.1906,t3db_local
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyloxy)-3,13-diazapentacyclo[11.8.0.0²,¹⁰.0⁴,⁹.0¹⁵,²⁰]henicosa-2(10),4(9),5,7-tetraene-19-carboxylate",Reserpine,T3D2713,50-55-5,toxic,3,1,,3.531495942666668,608.6787,t3db_local
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,"1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile",Citalopram,T3D2715,59729-33-8,toxic,3,1,,3.764304206333334,324.3919,t3db_local
FC(F)OC(F)(F)C(F)Cl,"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",Enflurane,T3D2717,13838-16-9,toxic,3,1,,2.7992093016666666,184.492,t3db_local
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,"7-chloro-3-hydroxy-1-methyl-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one",Temazepam,T3D2719,846-50-4,toxic,3,1,,2.7873468803333337,300.74,t3db_local
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,(2S)-2-[(S)-2-ethoxyphenoxy(phenyl)methyl]morpholine,Reboxetine,T3D2720,98769-81-4,toxic,3,1,,3.27581463,313.3908,t3db_local
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,"5-(butan-2-yl)-5-ethyl-1,3-diazinane-2,4,6-trione",Butabarbital,T3D2721,125-40-6,toxic,3,1,,1.4486825816666666,212.2456,t3db_local
Clc1ccc(CO/N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,"(E)-[1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethylidene][(2,4-dichlorophenyl)methoxy]amine",Oxiconazole,T3D2722,64211-46-7,toxic,3,1,,5.838766547333333,429.127,t3db_local
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,"(1R,3R,5S)-3-(diphenylmethoxy)-8-methyl-8-azabicyclo[3.2.1]octane",Benzatropine,T3D2724,86-13-5,toxic,3,1,,4.185400473333332,307.4293,t3db_local
CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,"(4R,7R)-N-(1-hydroxybutan-2-yl)-6,11-dimethyl-6,11-diazatetracyclo[7.6.1.0²,⁷.0¹²,¹⁶]hexadeca-1(15),2,9,12(16),13-pentaene-4-carboxamide",Methysergide,T3D2726,361-37-5,toxic,3,1,,1.816894446333333,353.458,t3db_local
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,"1-[3-(dimethylamino)propyl]-3-ethyl-1-[(2R,4R,7R)-6-(prop-2-en-1-yl)-6,11-diazatetracyclo[7.6.1.0²,⁷.0¹²,¹⁶]hexadeca-1(16),9,12,14-tetraene-4-carbonyl]urea",Cabergoline,T3D2727,81409-90-7,toxic,3,1,,2.578516268,451.6043,t3db_local
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,"5,5-diphenylimidazolidine-2,4-dione",Phenytoin,T3D2728,57-41-0,very toxic,4,1,,2.1479203806666667,252.268,t3db_local
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1-[(2-chlorophenyl)diphenylmethyl]-1H-imidazole,Clotrimazole,T3D2729,23593-75-1,toxic,3,1,,5.839451670666668,344.837,t3db_local
CCCN(CCC)CCc1cccc2c1CC(=O)N2,"4-[2-(dipropylamino)ethyl]-2,3-dihydro-1H-indol-2-one",Ropinirole,T3D2731,91374-21-9,toxic,3,1,,3.060768858333333,260.3746,t3db_local
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,"[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0²,⁶]dodecan-6-yl]methyl sulfamate",Topiramate,T3D2733,97240-79-4,very toxic,4,1,,0.126959734333333,339.362,t3db_local
CCN(CC)CC(=O)Nc1c(C)cccc1C,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",Lidocaine,T3D2735,137-58-6,toxic,3,1,,2.842913359666667,234.3373,t3db_local
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,Venlafaxine,T3D2736,93413-69-5,toxic,3,1,,2.7385227043333327,277.4018,t3db_local
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,methyl[(3R)-3-(2-methylphenoxy)-3-phenylpropyl]amine,Atomoxetine,T3D2737,82248-59-7,toxic,3,1,,3.808792451,255.3547,t3db_local
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,"(3-{[2-(2-{2-[(2S,3R)-2-[(2S,3S,4R)-4-[(2S,3R)-2-({6-amino-2-[(1S)-1-{[(2S)-2-amino-2-carbamoylethyl]amino}-2-carbamoylethyl]-5-methylpyrimidin-4-yl}formamido)-3-[(3-{[4-(carbamoyloxy)-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-3-(1H-imidazol-5-yl)propanamido]-3-hydroxy-2-methylpentanamido]-3-hydroxybutanamido]ethyl}-1,3-thiazol-4-yl)-1,3-thiazol-4-yl]formamido}propyl)dimethylsulfanium",Bleomycin,T3D2738,11056-06-7,toxic,3,1,,-9.710222821542612,1415.552,t3db_local
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"(1S,5R,13R,14S,17R)-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0¹,¹³.0⁵,¹⁷.0⁷,¹⁸]octadeca-7(18),8,10,15-tetraene-10,14-diol",Morphine,T3D2740,57-27-2,very toxic,4,1,,0.8952108197005931,285.3377,t3db_local
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide",Ropivacaine,T3D2741,84057-95-4,toxic,3,1,,4.070950219333334,274.4011,t3db_local
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide",Bupivacaine,T3D2742,2180-92-9,very toxic,4,1,,4.515518884333334,288.4277,t3db_local
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,"[(4S,6S,7R,8S)-11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.0²,⁷.0⁴,⁶]trideca-1(9),11-dien-8-yl]methyl carbamate",Mitomycin,T3D2743,50-07-7,toxic,3,1,,-2.957511963722018,334.3272,t3db_local
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,"5-ethyl-5-(pentan-2-yl)-1,3-diazinane-2,4,6-trione",Pentobarbital,T3D2745,76-74-4,toxic,3,1,,1.8932512466666669,226.2722,t3db_local
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,"(4S)-4-({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one",Zolmitriptan,T3D2748,139264-17-8,toxic,3,1,,2.042875287666668,287.3568,t3db_local
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,"(1S,5R,13R,14S,17R)-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10,15-tetraen-14-ol",Codeine,T3D2749,76-57-3,very toxic,4,1,,1.3429512830000006,299.3642,t3db_local
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,"(2R,4R,7R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.0²,⁶]dodecan-4-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.0²,⁷.0¹²,¹⁶]hexadeca-1(16),9,12,14-tetraene-4-carboxamide",Dihydroergotamine,T3D2750,6190-39-2,toxic,3,1,,2.7116222909811363,583.6774,t3db_local
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,"5-(4-methylbenzoyl)-3-nitrobenzene-1,2-diol",Tolcapone,T3D2751,134308-13-7,toxic,3,1,,3.278873788666666,273.2408,t3db_local
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,"(1S,5R,13R,17R)-10-hydroxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0¹,¹³.0⁵,¹⁷.0⁷,¹⁸]octadeca-7(18),8,10-trien-14-one",Hydromorphone,T3D2752,466-99-9,very toxic,4,1,,1.6227496759764108,285.3377,t3db_local
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetic acid,Indomethacin,T3D2753,53-86-1,toxic,3,1,,3.529674379666666,357.788,t3db_local
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,"5-methyl-8-(4-methylpiperazin-1-yl)-4-thia-2,9-diazatricyclo[8.4.0.0³,⁷]tetradeca-1(14),3(7),5,8,10,12-hexaene",Olanzapine,T3D2754,132539-06-1,very toxic,4,1,,3.3884950820000004,312.432,t3db_local
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,1-methyl-3-(9H-thioxanthen-9-ylmethyl)piperidine,Metixene,T3D2755,4969-02-2,toxic,3,1,,5.064776443,309.468,t3db_local
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2-(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid,Cetirizine,T3D2756,83881-51-0,toxic,3,1,,0.8598093028281057,388.888,t3db_local
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1-(4-tert-butylphenyl)-4-[4-(hydroxydiphenylmethyl)piperidin-1-yl]butan-1-ol,Terfenadine,T3D2757,50679-08-8,toxic,3,1,,6.479109075999999,471.6734,t3db_local
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,"(2S,3S)-5-[2-(dimethylamino)ethyl]-2-(4-methoxyphenyl)-4-oxo-2,3,4,5-tetrahydro-1,5-benzothiazepin-3-yl acetate",Diltiazem,T3D2758,42399-41-7,harmful,2,1,,2.727251884333333,414.518,t3db_local
CNCCCC1c2ccccc2C=Cc2ccccc21,"methyl(3-{tricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,9,11,13-heptaen-2-yl}propyl)amine",Protriptyline,T3D2759,438-60-8,very toxic,4,1,,4.496811469000001,263.3767,t3db_local
CN1C(=O)OC(C)(C)C1=O,"trimethyl-1,3-oxazolidine-2,4-dione",Trimethadione,T3D2760,127-48-0,very toxic,4,1,,0.5041463303333331,143.1406,t3db_local
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,"N-[(3S,6S,9S,11R,15S,18S,20R,21R,24S,25S,26S)-6-[(1S,2S)-1,2-dihydroxy-2-(4-hydroxyphenyl)ethyl]-11,20,21,25-tetrahydroxy-3,15-bis[(1R)-1-hydroxyethyl]-26-methyl-2,5,8,14,17,23-hexaoxo-1,4,7,13,16,22-hexaazatricyclo[22.3.0.0⁹,¹³]heptacosan-18-yl]-4-{4-[4-(pentyloxy)phenyl]phenyl}benzamide",Anidulafungin,T3D2763,166663-25-8,very toxic,4,1,,-1.4572171509999994,1140.2369,t3db_local
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"6-chloro-10-(4-methylpiperazin-1-yl)-2,9-diazatricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,9,11,13-heptaene",Clozapine,T3D2764,5786-21-0,very toxic,4,1,,3.400241024333333,326.823,t3db_local
CN1CCN2c3ncccc3Cc3ccccc3C2C1,"5-methyl-2,5,19-triazatetracyclo[13.4.0.0²,⁷.0⁸,¹³]nonadeca-1(15),8,10,12,16,18-hexaene",Mirtazapine,T3D2767,61337-67-5,toxic,3,1,,3.207982755,265.3529,t3db_local
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1-cyclohexyl-1-phenyl-3-(piperidin-1-yl)propan-1-ol,Trihexyphenidyl,T3D2770,144-11-6,toxic,3,1,,4.232685493666667,301.4662,t3db_local
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,"4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione",Dexrazoxane,T3D2771,24584-09-6,toxic,3,1,,-2.6526549413333336,268.2691,t3db_local
Nc1c2c(nc3ccccc13)CCCC2,"1,2,3,4-tetrahydroacridin-9-amine",Tacrine,T3D2772,321-64-2,toxic,3,1,,2.628144685,198.2637,t3db_local
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,1-cyclohexyl-1-phenyl-3-(pyrrolidin-1-yl)propan-1-ol,Procyclidine,T3D2773,77-37-2,toxic,3,1,,3.7881168286666655,287.4397,t3db_local
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,"12-chloro-3-methyl-9-phenyl-2,4,5,8-tetraazatricyclo[8.4.0.0²,⁶]tetradeca-1(10),3,5,8,11,13-hexaene",Alprazolam,T3D2777,28981-97-7,toxic,3,1,,2.3741000000000003,308.765,t3db_local
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,"13-chloro-10-(4-methylpiperazin-1-yl)-2-oxa-9-azatricyclo[9.4.0.0³,⁸]pentadeca-1(11),3,5,7,9,12,14-heptaene",Loxapine,T3D2779,1977-10-2,toxic,3,1,,3.4606024319999995,327.808,t3db_local
CCCN[C@H]1CCc2nc(N)sc2C1,"(6S)-N6-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine",Pramipexole,T3D2783,104632-26-0,toxic,3,1,,1.7642826546666668,211.327,t3db_local
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,"5-(pentan-2-yl)-5-(prop-2-en-1-yl)-1,3-diazinane-2,4,6-trione",Secobarbital,T3D2784,76-73-3,toxic,3,1,,2.0338319253333323,238.2829,t3db_local
COC(=O)C(c1ccccc1)C1CCCCN1,methyl 2-phenyl-2-(piperidin-2-yl)acetate,Methylphenidate,T3D2786,113-45-1,toxic,3,1,,2.254935081666666,233.3062,t3db_local
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,"N,N-dimethyl-2-[6-methyl-2-(4-methylphenyl)imidazo[1,2-a]pyridin-3-yl]acetamide",Zolpidem,T3D2787,82626-48-0,toxic,3,1,,3.0176268213333337,307.3895,t3db_local
CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,"3-methyl-3-nitroso-1-[(2S,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]urea",Streptozocin,T3D2788,18883-66-4,toxic,3,1,,-2.720285555,265.2206,t3db_local
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine,Prochlorperazine,T3D2789,58-38-8,toxic,3,1,,4.382119821333332,373.943,t3db_local
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,"1-methyl-4-{tricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,9,11,13-heptaen-2-ylidene}piperidine",Cyproheptadine,T3D2790,129-03-3,toxic,3,1,,4.382841646999999,287.3981,t3db_local
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,"(8S,10S)-10-{[(2R,4S,5R,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy}-6,8,11-trihydroxy-8-(2-hydroxyacetyl)-1-methoxy-5,7,8,9,10,12-hexahydrotetracene-5,12-dione",Epirubicin,T3D2791,56420-45-2,toxic,3,1,,0.916421641538582,543.5193,t3db_local
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,Meperidine,T3D2795,57-42-1,very toxic,4,1,,2.455800395999999,247.3327,t3db_local
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,"ethyl 4-{13-chloro-4-azatricyclo[9.4.0.0^{3,8}]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene}piperidine-1-carboxylate",Loratadine,T3D2796,79794-75-5,toxic,3,1,,4.554579307,382.883,t3db_local
CN(C)CCCN1c2ccccc2CCc2ccccc21,"(3-{2-azatricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,11,13-hexaen-2-yl}propyl)dimethylamine",Imipramine,T3D2797,50-49-7,toxic,3,1,,4.278568794333333,280.4073,t3db_local
CCC1(CC)C(=O)NC(=O)N(C)C1=O,"5,5-diethyl-1-methyl-1,3-diazinane-2,4,6-trione",Metharbital,T3D2798,50-11-3,very toxic,4,1,,0.9407708859999994,198.2191,t3db_local
C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,"(R)-[(1S,2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl](6-methoxyquinolin-4-yl)methanol",Quinine,T3D2800,130-95-0,very toxic,4,1,,2.513463950666668,324.4168,t3db_local
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,"(6aR,10aR)-6,6,9-trimethyl-3-pentyl-6H,6aH,7H,8H,10aH-benzo[c]isochromen-1-ol",delta9-Tetrahydrocannabinol,T3D2801,1972-08-3,toxic,3,1,,5.944157107333333,314.4617,t3db_local
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,methyl({3-phenyl-3-[4-(trifluoromethyl)phenoxy]propyl})amine,Fluoxetine,T3D2802,54910-89-3,very toxic,4,1,,4.173219543333333,309.3261,t3db_local
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,"5-(hex-3-yn-2-yl)-1-methyl-5-(prop-2-en-1-yl)-1,3-diazinane-2,4,6-trione",Methohexital,T3D2803,151-83-7,toxic,3,1,,2.286783320666666,262.3043,t3db_local
